crn, instructorFirstName, instructorLastName
64680,R,Zhao
64681,R,Zhao
64682,R,Zhao
64683,R,Zhao
64684,R,Zhao
64271,R,Zhao
10031,,
70554,G,Marques de Amorim
31786,M,Arango Isaza
70552,R,Zhao
70553,R,Zhao
70775,R,Zhao
70776,R,Zhao
70772,J,Vazquez
76230,J,Vazquez
70774,M,Arzumanyan
36303,A,Arvind
61807,R,Akresh
66753,R,Akresh
70187,R,Thornton
66620,H,Arvin-Rad
63384,H,Arvin-Rad
66623,S,Bhardwaj
70813,J,Lee
70814,J,Lee
73026,M,Batista Guerra Junior
70826,S,Xie
70965,S,Xie
76093,,
30045,A,Toossi
40289,A,Toossi
75878,S,Hong
75889,S,Hong
66593,C,Schultz
66860,C,Schultz
66595,A,Ranjan
58260,M,Perry
58262,M,Perry
66622,M,Kleemans
56977,J,Vazquez
56978,J,Vazquez
72492,R,Armendariz Buaun
72493,R,Armendariz Buaun
66869,E,Powers
66871,E,Powers
69172,R,Weinstein
61740,R,Weinstein
31792,,
42432,,
64707,,
64708,,
64709,,
70095,J,Lee
64712,J,Lemus Encalada
64713,J,Giertz
56349,P,Amir Ahmadi
71751,L,DeBrock
71752,L,DeBrock
64718,N,Miller
64717,,
64719,,
64721,,
33164,C,Riordan
33185,J,Lamare
65172,B,Gramig
66599,G,Deltas
72127,A,Osman
70942,M,Bernhardt
69032,A,Bartik
73053,M,Kleemans
31801,G,Howard
70972,S,Krasa
73034,B,Marx
64726,M,Borgschulte
31800,R,Thornton
60315,E,Forsythe
37936,,
37934,,
37938,,
37939,,
10042,,
69872,C,Gutzmer
69873,C,Gutzmer
69875,C,Gutzmer
31804,L,Andrews
68335,C,Gutzmer
69349,C,Gutzmer
31810,C,Gutzmer
31811,L,Andrews
62045,C,Gutzmer
33943,J,Bergmark
33945,C,Gutzmer
33946,R,Shasteen
33948,E,Peterson
33949,J,O'Connor
33952,J,Bergmark
50337,C,Gutzmer
33955,R,Shasteen
33956,E,Peterson
33957,J,O'Connor
72707,J,Bergmark
73797,C,Gutzmer
68379,C,Gutzmer
65549,M,Foellmer
65550,M,Foellmer
65551,M,Foellmer
45811,N,Latham
65552,M,Foellmer
65553,M,Foellmer
65554,M,Foellmer
45812,N,Latham
54753,A,Poetzel
75365,L,Fink
75979,M,Foellmer
75980,M,Foellmer
64441,C,Mason
64442,C,Mason
64443,C,Mason
64444,C,Mason
64445,C,Mason
64446,C,Mason
64447,C,Mason
64440,C,Mason
73455,C,Mason
73456,C,Mason
68060,R,Gutierrez
68061,R,Gutierrez
68062,R,Gutierrez
68063,R,Gutierrez
71371,R,Gutierrez
68059,R,Gutierrez
73473,R,Gutierrez
73474,R,Gutierrez
69729,M,Witt
10587,,
30100,R,Sadler
30103,R,Sadler
30104,S,Franks
40300,S,Franks
62713,L,Pierce
62136,L,Pierce
65298,L,Pierce
62712,L,Pierce
33692,L,Pierce
40333,L,Pierce
40334,R,Sadler
10588,,
16444,,
34132,G,Forman
34117,G,Forman
34119,G,Forman
34121,G,Forman
34124,G,Forman
34127,G,Forman
60379,G,Forman
75326,G,Forman
70907,G,Forman
40911,G,Forman
48163,G,Forman
57828,G,Forman
66922,G,Forman
34137,G,Forman
34141,G,Forman
34143,G,Forman
34147,G,Forman
34149,G,Forman
34153,G,Forman
34227,G,Forman
49982,G,Forman
49984,G,Forman
49985,G,Forman
49986,G,Forman
56778,G,Forman
34155,G,Forman
34158,G,Forman
34161,G,Forman
34164,G,Forman
34169,G,Forman
34175,G,Forman
34212,G,Forman
56704,G,Forman
56705,G,Forman
57833,G,Forman
57834,G,Forman
57835,G,Forman
76253,G,Forman
76285,G,Forman
34183,G,Forman
34185,G,Forman
34188,G,Forman
34190,G,Forman
34192,G,Forman
34194,G,Forman
34196,G,Forman
34199,G,Forman
34201,G,Forman
34203,G,Forman
34207,G,Forman
34172,G,Forman
34213,G,Forman
48168,G,Forman
34177,G,Forman
57841,G,Forman
57842,G,Forman
57844,G,Forman
57846,G,Forman
57848,G,Forman
60784,G,Forman
34219,G,Forman
34224,G,Forman
45822,G,Forman
59053,G,Forman
34241,G,Forman
34239,G,Forman
56582,G,Forman
56583,G,Forman
56584,G,Forman
56585,G,Forman
34242,G,Forman
34244,G,Forman
34245,G,Forman
34247,G,Forman
34248,G,Forman
34250,G,Forman
40069,G,Forman
34254,G,Forman
40068,G,Forman
34256,G,Forman
40070,G,Forman
40071,G,Forman
34259,G,Forman
34215,G,Forman
55171,G,Forman
57850,G,Forman
59223,G,Forman
59224,G,Forman
56678,G,Forman
56707,G,Forman
69399,G,Forman
69400,G,Forman
69402,G,Forman
69403,G,Forman
69404,G,Forman
69405,G,Forman
69406,G,Forman
69408,G,Forman
69409,G,Forman
61446,G,Forman
61447,G,Forman
61448,G,Forman
61449,G,Forman
61450,G,Forman
76250,G,Forman
72410,G,Forman
72411,G,Forman
72412,G,Forman
72413,G,Forman
72414,G,Forman
56407,G,Forman
72417,G,Forman
72419,G,Forman
74763,G,Forman
72421,G,Forman
68381,G,Forman
72425,G,Forman
72426,G,Forman
72427,G,Forman
72428,G,Forman
72429,G,Forman
58937,G,Forman
76203,G,Forman
76204,G,Forman
76202,G,Forman
72083,J,Amos
71607,,
71581,L,Stites
71588,A,Fitzjarrald
71578,M,Blumthal
71602,G,Forman
76186,C,Moore
71584,L,Stites
71616,L,Rodriguez
71579,G,Forman
71595,,
72711,J,Bradley
71610,B,Woodard
71613,N,Mamaril
71614,G,Forman
71609,B,Conway
75218,M,Bashir
54771,J,Amos
69478,E,Davidson
58917,E,Davidson
72197,E,Davidson
34379,N,Mamaril
71998,N,Mamaril
72465,V,Cervantes
50388,V,Cervantes
69585,I,Favila
66913,W,Fagen-Ulmschneider
50330,N,Mamaril
59962,,
73119,G,Winter
56212,A,McCullough
73966,D,Tempel
69674,L,Hebert
51184,,
30131,K,Niehans
72290,G,Forman
72291,G,Forman
72292,G,Forman
72295,G,Forman
72296,G,Forman
72297,G,Forman
70847,A,Fruehling
30134,A,Fruehling
68231,A,Fruehling
62338,G,Forman
63944,G,Forman
65954,G,Forman
66606,G,Forman
61836,J,Abelson
62948,J,Abelson
58954,J,Abelson
41009,M,Lembeck
51964,M,Philpott
70733,J,Amos
30141,A,McCullough
68227,J,Abelson
75245,J,Merret
71896,W,He
64171,R,Uddin
72149,A,Jacobi
73323,D,Andruczyk
72390,S,Patel
75239,J,Merret
71961,W,He
64174,R,Uddin
72466,R,Uddin
75240,R,Uddin
72146,A,Jacobi
73326,D,Andruczyk
75703,A,Witmer
68241,D,Gonzalez
71692,L,Pew
68907,M,Beckman
69679,M,Beckman
32283,C,Anthony
32288,E,Cheslow
33780,J,Claborn
33797,J,Claborn
43290,S,Slobodnik
54913,S,Slobodnik
33810,D,Morris
45618,R,Sherwood
33857,H,Ellis
33850,D,Chatterjee
39520,H,Ennis
45502,C,Brassell
32291,M,Snyder
32294,C,Stewart
65040,I,Baron
62222,H,Pacheco
10065,,
40419,J,Hansen
51336,,
32277,A,Pollock
41879,A,Pollock
41926,T,Loughran
32268,I,Hunt
45880,G,Wood
33890,R,Barrett
33893,A,Stevens
39502,H,Nazar
30150,G,Wood
33907,F,Hartley-Kroeger
33909,F,Hartley-Kroeger
41808,S,Valentine
41809,S,Valentine
33895,A,Stevens
46720,R,Parker
67743,R,Trilling
32301,L,Newcomb
32300,L,Newcomb
71514,R,Oh
71352,N,Taub
61638,,
59989,J,de la Garza
33947,H,Druhet
32304,E,Courtemanche
30158,C,Topaum
65156,P,Wu
33958,A,Schmidt
33959,A,Schmidt
33973,A,Kessler
33976,A,Kessler
33954,J,Jones
55608,C,Freeburg
46724,I,Hunt
56113,D,Rymhs
61903,R,Jenkins
61904,R,Jenkins
61905,R,Jenkins
61869,R,Jenkins
32191,J,Johnson
32221,M,Basu
10067,,
50625,R,Parker
50626,A,Basu
54838,C,Prendergast
54605,T,Loughran
53222,K,Henningsen
71515,I,Baron
71517,J,Newcomb
71520,C,Freeburg
71519,J,Hansen
75369,J,de la Garza
46578,R,Harris
68560,R,Kanter
54657,C,Prendergast
64345,K,McDuffie
55761,,
73802,C,Wisniewski
10069,,
32223,E,Courtemanche
40420,L,Russell
32226,R,Oh
34483,G,Hapke
34481,G,Hapke
62761,L,Pierce
62138,L,Pierce
65299,L,Pierce
62760,L,Pierce
49440,K,Norcross
49439,K,Norcross
40395,J,Newcomb
39493,J,Newcomb
40444,V,Mahaffey
39507,V,Mahaffey
42979,B,Hudek
43577,B,Hudek
51247,L,Cole
51246,L,Cole
69327,L,Cole
40460,P,Mortensen
47718,P,Mortensen
66204,,
40462,,
30190,S,Koshy
43343,D,Long
30191,C,Gray
46745,H,Nazar
30195,A,Gaedtke
43014,C,Jenkins
39506,A,Basu
43015,M,Keller
40464,A,Hunt
39504,J,Gallagher
74462,W,Underwood
10073,,
32361,D,Kinzy
10079,,
64479,A,Jain
10083,,
61570,P,Christensen
61577,P,Christensen
61582,P,Christensen
61587,P,Christensen
61592,P,Christensen
61597,P,Christensen
61565,P,Christensen
39322,O,Roberts
10084,,
73098,R,Endres
73099,R,Endres
36782,R,Endres
40476,E,Morgan
48160,Z,Gille
55308,Z,Gille
37663,Z,Madak-Erdogan
65566,E,Green
65564,E,Green
65565,E,Green
67954,E,Green
73714,E,Green
36283,B,Gramig
33203,J,Flaws
75974,N,Sanden
76003,N,Sanden
76153,N,Sanden
76154,N,Sanden
75090,,
75091,,
75092,J,Anderson
75120,S,Lindgren
73289,J,Hale
73290,J,Hale
73291,S,Lee
73292,S,Lee
73622,N,Burbules
73625,N,Burbules
75093,N,Burbules
75094,N,Burbules
73293,B,Barnett
73294,B,Barnett
73295,B,Barnett
73296,B,Barnett
73371,,
73372,,
73373,,
73387,,
73388,,
73529,E,Oh
75246,E,Oh
73382,R,Jacobs
73651,R,Jacobs
73383,R,Jacobs
75127,J,Gallaher
75128,J,Gallaher
75129,J,Gallaher
73333,K,Francis
73334,K,Francis
73389,D,Huang
73530,D,Huang
73390,D,Huang
73652,D,Huang
75480,S,Lindgren
75481,S,Lindgren
75482,S,Lindgren
72501,J,Hale
72863,S,Lee
75201,C,Span
75139,D,Hood
75141,D,Hood
75145,T,Moton
73701,T,Moton
75146,T,Moton
73703,T,Moton
73338,C,McCarthy
73632,N,Castillo
73633,N,Castillo
73339,C,McCarthy
73343,C,McCarthy
73344,C,McCarthy
73345,M,Witt
73346,M,Witt
73630,T,Herman
73631,T,Herman
75164,P,Rice
75165,P,Rice
73285,S,Alexander
75882,S,Alexander
73627,S,Alexander
73305,O,Flores
75171,O,Flores
75664,M,Herrmann
73617,J,Nelson
75665,P,Bruno
75666,P,Bruno
67681,S,Lee
69414,R,Hinze-Pifer
69413,R,Hinze-Pifer
73309,S,Zehr
73826,C,Mason
73827,C,Mason
73288,W,Trent
73367,E,Zamani-Gallaher
73368,E,Zamani-Gallaher
73312,M,McKee
73925,J,Del Real Viramontes
75182,J,Delaney
75183,J,Delaney
75185,,
75249,,
73378,,
73379,,
73628,E,Forsythe
75187,R,Jacobs
75188,R,Jacobs
73335,W,Cope
73337,W,Cope
76276,K,Francis
76277,K,Francis
72553,D,Hood
72216,W,Cope
72217,W,Cope
72554,D,Hood
72218,W,Cope
72221,W,Cope
72222,W,Cope
72223,W,Cope
73607,L,Thorstensson Davila
73639,L,Thorstensson Davila
73715,A,Willis
73716,A,Willis
73601,A,Dyson
73583,H,Kang
75204,H,Kang
75207,H,Kang
75209,H,Kang
73602,A,Dyson
69964,D,Hood
72569,H,Kang
72629,R,Jacobs
74016,W,Cope
69965,W,Cope
72630,R,Roegman
73561,E,Oh
73562,E,Oh
69225,,
69741,J,Hale
73638,,
73634,P,Rice
73667,M,Herrmann
73636,M,Herrmann
69224,,
65415,S,Lindgren
45412,S,Lee
64997,S,Lee
33963,G,Keyser
33965,G,Keyser
33966,G,Keyser
33967,G,Keyser
33968,G,Keyser
33969,Y,Ding
33970,G,Keyser
33972,G,Keyser
33974,G,Keyser
33961,G,Keyser
32135,C,Waight
32157,L,Garcia-Villegas
32170,N,Ogunfemi
32174,A,Kunze
41836,S,Safir
41837,Y,Ding
32176,,
33986,J,Rounds
33998,J,Rounds
33996,J,Rounds
56893,J,Rounds
33991,J,Rounds
63288,L,Davies Brenier
10045,,
44201,M,Perry
44203,M,Perry
44204,M,Perry
44173,K,Christianson
44177,K,Christianson
44179,K,Christianson
64929,J,Cromley
68457,J,Cromley
74821,J,Cromley
74822,J,Cromley
41267,S,Banerjee
37974,S,Banerjee
73933,G,McCall
73934,G,McCall
73605,W,Cope
46887,W,Cope
74824,L,Kinderman
34001,L,Kinderman
66101,C,Napolitano
67048,C,Napolitano
63804,J,Cromley
63803,J,Cromley
75062,J,Cromley
75061,J,Cromley
30283,M,Goodnight
72785,M,Goodnight
58875,J,Zhang
66121,,
66122,,
67450,A,Poetzel
75826,A,Poetzel
67688,,
75833,,
33694,L,Pierce
33432,L,Pierce
10047,,
66289,M,Khuri
71376,C,D'Angelo
30285,H,Neville
58522,J,Rounds
38854,M,Khuri
32258,M,Khuri
72567,S,Lee
48227,J,Hummel
70820,C,D'Angelo
73606,K,Francis
73604,K,Francis
35665,J,Jegerski
70303,G,Jiang
51233,C,Avent
73554,C,Avent
71378,R,Hopson
75423,M,Goodnight
30296,G,Jiang
52010,J,Kern
38134,Y,Xia
34110,J,Zhang
70284,C,Anderson
60850,L,Kinderman
52729,C,D'Angelo
34086,C,Napolitano
34107,C,Anderson
34092,C,Napolitano
34095,C,Anderson
34104,J,Rounds
59005,K,Collins
60259,K,Christianson
53677,Y,Xia
10380,,
10050,,
10058,,
57414,N,Alvarado
61107,C,Pettijohn
58689,S,Altaner
57776,J,Choate
57778,J,Choate
57760,R,Sriver
60038,M,Christie
60042,M,Chen
60043,M,Chen
59142,M,Christie
58311,J,Tomkin
60219,C,Brown
61111,M,Christie
61112,M,Christie
61113,M,Christie
67830,N,Alvarado
64426,R,Kanter
64423,T,Cole
61958,R,Kanter
57419,,
57420,,
61269,,
61270,,
57418,,
73078,S,Han
58562,,
75258,C,Brown
58047,A,Anders
58045,A,Anders
58301,J,Druhan
69328,L,Cole
69969,C,Pettijohn
31699,S,Faivre
31700,S,Faivre
31705,S,Faivre
48670,S,Faivre
62264,S,Faivre
62265,S,Faivre
62266,E,Ahn
62267,H,Bishop
62268,S,Faivre
62269,D,Chen
62270,S,Faivre
62271,A,Dunse
62273,S,Faivre
62274,S,Faivre
62275,I,Cavazos
62276,S,Faivre
62278,S,Faivre
62279,S,Faivre
62280,S,Faivre
71049,S,Faivre
71050,H,Bishop
63556,S,Faivre
63558,S,Faivre
63557,P,Chuang
63840,M,Bowen
69203,S,Faivre
60558,E,Carroll Curry
60864,S,Faivre
52672,R,Chung
52673,S,Faivre
52674,S,Faivre
52676,S,Faivre
52677,S,Faivre
52678,F,Dunn
52679,E,Carroll Curry
52681,S,Faivre
69212,S,Faivre
31731,S,Faivre
31734,S,Faivre
50728,E,Autumn
31747,E,Carroll Curry
56758,H,Bishop
59165,S,Faivre
64113,S,Faivre
62319,S,Faivre
31750,S,Faivre
31754,S,Faivre
31758,S,Faivre
48671,S,Faivre
69261,C,Dold
69262,,
69264,A,Butler-Auld
69265,C,Dold
69266,A,Avci
69271,S,Faivre
69273,S,Faivre
69274,S,Faivre
69276,S,Faivre
69278,S,Faivre
69279,J,Dees
69329,S,Faivre
69333,S,Faivre
69284,S,Faivre
69286,S,Faivre
69287,S,Faivre
69290,S,Faivre
69295,C,Dold
69373,S,Faivre
69374,S,Faivre
69735,S,Faivre
69775,S,Faivre
71098,S,Faivre
71099,S,Faivre
72689,S,Faivre
69320,S,Faivre
69321,S,Faivre
69322,S,Faivre
69323,S,Faivre
69324,S,Faivre
72641,S,Faivre
75399,,
75400,,
75401,,
75402,S,Faivre
69310,S,Faivre
69311,S,Faivre
69313,S,Faivre
69317,S,Faivre
68432,K,Kourtikakis
75211,E,Derhemi
75200,E,Derhemi
62400,L,Henry
54439,L,Henry
56543,,
58716,,
58686,M,Edwards
58692,M,Edwards
58694,M,Edwards
61620,M,Edwards
58696,M,Edwards
58699,M,Edwards
58701,M,Edwards
58702,M,Edwards
58703,M,Edwards
58704,M,Edwards
58705,M,Edwards
58698,M,Edwards
58695,M,Edwards
58697,M,Edwards
58706,M,Edwards
58700,M,Edwards
61621,M,Edwards
69419,M,Edwards
69420,M,Edwards
58685,M,Edwards
71755,M,Briggs
62349,J,Bentz
62348,S,Benson
66964,B,Mehrtens
74445,D,Schneider
75986,N,Turner
74765,A,Dharwadker
62022,A,Schultz
71184,T,Ciofalo
10109,,
70582,R,Metzger
50743,B,Sehgal
37383,B,Sehgal
37386,F,Pecas Correia
37404,S,Balasubramanian
37405,S,Balasubramanian
37411,M,Dyer
37389,V,Kamble
37399,V,Kamble
37408,M,Dyer
37367,M,Dyer
37371,M,Dyer
71880,M,Dyer
37403,S,Raskie
30211,L,McChristian
47724,S,Perkins
37416,M,Marcinkowski
58161,S,Peters
37422,M,Marcinkowski
37427,M,Smith
37425,S,Peters
41268,J,Huang
41729,J,Huang
41662,Y,Wu
60082,Y,Wu
41256,Y,Wu
58355,S,Raskie
63342,J,Bertram
66844,R,Excell
74443,L,McChristian
58358,D,Kiku
58364,J,Choi
58359,X,Spencer
58363,J,Choi
63276,J,Choi
72415,P,Peterson
43322,P,Peterson
56146,C,Brobst
75919,C,Brobst
32429,R,Excell
44166,D,Beard
32405,G,Krueger
32408,G,Krueger
41139,G,Krueger
41181,G,Krueger
63229,S,Peters
63273,R,Metzger
73208,P,Peterson
41642,C,Brobst
30219,C,Brobst
72034,L,McChristian
54441,S,Raskie
76071,D,Brown
58354,S,Raskie
74537,J,Wang
67158,J,Wang
66395,J,Wang
64964,S,Briggs
63320,J,Bertram
63319,J,Bertram
70760,J,Hart
10111,,
10115,,
54925,X,Gao
71370,X,Yang
74023,X,Yang
74024,X,Yang
71369,X,Yang
75846,J,Pollet
74531,M,Marcinkowski
74532,M,Marcinkowski
75830,J,Pollet
56198,N,Miller
56196,N,Miller
56197,N,Miller
73105,X,Yang
73104,X,Yang
75858,X,Yang
72860,X,Yang
72859,X,Yang
75859,X,Yang
74444,A,Ibrahim
75861,A,Ibrahim
72875,D,Molitor
72873,X,Gao
72874,D,Molitor
68444,X,Gao
65654,X,Gao
60177,J,Pollet
60178,J,Pollet
60176,J,Pollet
32458,J,Pollet
41693,M,Widdicks
32462,V,Duarte
40319,M,Widdicks
66394,M,Widdicks
72876,M,Widdicks
58387,M,Widdicks
72877,M,Widdicks
75963,M,Widdicks
75918,C,Brobst
66735,C,Brobst
75848,C,Brobst
60181,J,Huang
40320,J,Huang
68319,S,Zeume
70877,S,Zeume
75860,S,Zeume
73209,P,Peterson
72912,S,Raskie
75852,S,Raskie
67123,S,Briggs
72857,D,Kiku
72854,V,Duarte
75849,V,Duarte
67137,J,Bertram
73395,D,Maple
75850,D,Maple
68314,D,Lariviere
60753,R,Excell
65782,R,Excell
58447,N,Miller
66383,M,Widdicks
65522,S,Natenberg
60285,X,Gao
50081,X,Gao
52597,D,Kiku
72208,X,Gao
48173,M,Smith
72210,X,Gao
75360,M,Smith
75853,M,Smith
73443,J,Noonan
73444,J,Noonan
75851,,
10127,,
67020,M,Widdicks
40325,H,Almeida
10129,,
67354,P,Greene
67355,P,Greene
37429,J,Gorham
39691,L,Hill
37431,L,Hill
37434,L,Hill
37432,L,Hill
37433,L,Hill
66331,L,Hill
32510,L,Hill
32512,L,Hill
32511,L,Hill
37436,L,Brittingham
65718,L,Brittingham
37439,L,Hill
37443,L,Hill
37440,W,Asamoah Frimpong
37442,W,Asamoah Frimpong
32513,L,Hill
32514,L,Hill
32520,L,Hill
39696,L,Hill
49499,F,Reynolds
10135,,
32547,E,Andre
32551,E,Andre
32552,Z,Fagyal
54811,Z,Fagyal
67090,D,Maroun
67936,D,Maroun
67934,L,Hill
32079,Z,Fagyal
67935,L,Mall
29865,F,Reynolds
75140,M,Keller
44148,K,Kourtikakis
49803,,
75203,E,Derhemi
46955,E,Derhemi
33695,L,Pierce
33433,L,Pierce
33655,L,Pierce
33454,L,Pierce
10138,,
29911,F,Henshaw
51103,L,Mall
61444,M,Keller
35667,J,Jegerski
10142,,
10149,,
54366,D,Bohn
30232,S,Schmidt
30234,T,Burkhalter
54527,T,Burkhalter
65155,T,Burkhalter
65154,S,Ma
75387,S,Ma
30236,J,Craft
60251,J,Karduck
75456,J,Karduck
72456,M,Miller
10152,,
56568,D,Bohn
70102,T,Burkhalter
70738,T,Burkhalter
58128,W,Helferich
58129,W,Helferich
58130,W,Helferich
58131,W,Helferich
58132,W,Helferich
58093,W,Helferich
65157,S,Ma
75254,N,Engeseth
62851,S,Ma
62852,S,Ma
62853,S,Ma
62855,S,Ma
73526,J,Craft
73406,J,Amengual Terrasa
41142,,
41156,,
72190,B,Perry
10165,,
32054,S,Lee
32057,S,Lee
32060,S,Lee
52117,S,Lee
32075,J,Craft
32077,J,Craft
32083,J,Craft
32085,J,Craft
32087,J,Craft
69514,J,Brotherton
69515,J,Brotherton
30240,J,Madson
10176,,
32089,J,Brotherton
72145,S,Ma
71931,B,Perry
71938,S,Ma
71932,T,Burkhalter
30241,D,Bohn
54485,E,Demejia
54486,E,Demejia
54484,E,Demejia
65352,N,Liang
65353,N,Liang
73050,D,Bohn
76232,D,Bohn
37693,H,Holscher
62459,H,Holscher
73572,F,Kadayifci
10181,,
37690,Y,Pan
39109,M,Prescott
75463,M,Prescott
34109,A,Lipka
34036,A,Lipka
34052,A,Lipka
34072,A,Lipka
55895,A,Lipka
73573,J,Brotherton
60252,J,Karduck
75457,J,Karduck
68340,N,Burd
68341,N,Burd
69647,Y,Wang
37665,Z,Madak-Erdogan
72989,H,Feng
73402,Y,Lee
72990,Y,Lee
73574,Y,Lee
73575,Y,Lee
10184,,
34614,M,Prescott
34617,K,Chapman-Novakofski
71225,A,Dilger
65371,N,Engeseth
75303,D,Bohn
73051,M,Nakamura
75961,M,Nakamura
74063,H,Chen
74105,H,Chen
69307,J,Flaws
65322,Y,Jin
73407,M,Pepino de Gruev
47681,J,Madson
56617,,
70103,S,Lee
72679,S,Lee
72680,S,Lee
72677,S,Lee
64849,D,Bohn
50452,M,Stasiewicz
45924,W,Helferich
71912,Y,Wang
39111,J,Amengual Terrasa
52055,P,Takhar
30276,Y,Jin
76251,Y,Jin
10188,,
10193,,
60827,J,Hart
30281,J,Hart
55745,J,Frame
55746,J,Frame
55837,J,Frame
55747,J,Frame
55748,J,Frame
55753,J,Frame
55754,J,Frame
55755,J,Frame
55758,J,Frame
67829,S,Butcher
44153,,
44154,,
44155,,
30332,D,Wilson
55831,,
55832,,
70048,,
55830,B,Jefferson
40043,N,Alvarado
37447,S,Han
32230,N,Alvarado
66485,,
66486,,
66487,,
66484,B,Jefferson
55829,M,Minn
65234,I,Redstone
35015,I,Redstone
35012,I,Redstone
64425,T,Cole
51882,,
51883,,
61267,,
61268,,
40685,,
73077,S,Han
10234,,
10236,,
66951,M,Minn
50068,K,Guan
75675,M,Minn
73425,A,Padmanabhan
61278,B,Rhoads
53739,C,Brown
30363,B,Rhoads
40688,M,Minn
37460,C,Diao
59480,Z,Li
75259,F,Lu
53740,Z,Li
10239,,
50234,S,Han
30366,C,Diao
71620,,
10240,,
37470,S,Altaner
37471,S,Altaner
37472,S,Altaner
37473,S,Altaner
37474,S,Altaner
37475,S,Altaner
37480,S,Altaner
37482,S,Altaner
37483,S,Altaner
37466,S,Altaner
32315,M,Christie
32313,M,Christie
66132,M,Christie
43017,M,Christie
43018,M,Christie
43019,M,Christie
44249,M,Christie
43021,M,Christie
61106,C,Pettijohn
30379,S,Altaner
37557,M,Christie
48935,M,Chen
37565,M,Chen
37574,M,Christie
10244,,
76152,M,Christie
61108,M,Christie
61109,M,Christie
61110,M,Christie
64424,T,Cole
65287,,
10248,,
58046,A,Anders
58044,A,Anders
74440,A,Padmanabhan
32324,W,Guenthner
32325,W,Guenthner
32326,W,Guenthner
10255,,
30384,X,Lin
63532,X,Lin
30386,M,Stewart
47539,L,Liu
67811,M,Stewart
30394,J,Druhan
70070,C,Pettijohn
66567,,
66568,,
10249,,
10252,,
10260,,
75787,J,Conroy
62087,T,Johnson
10263,,
74567,A,Klees
75880,A,Klees
30399,J,Druhan
45921,C,Lundstrom
73585,R,Sanford
30405,Z,Cao
10267,,
53500,C,Proistosescu
74624,T,Gregg
10271,,
37582,C,Webster
37584,C,Webster
37579,C,Webster
37587,C,Webster
37583,C,Webster
37585,C,Webster
39725,C,Webster
32327,C,Webster
49444,C,Webster
49443,C,Webster
32349,C,Webster
32330,C,Webster
46029,C,Webster
32359,C,Webster
51113,C,Webster
10276,,
10279,,
62519,A,Hunt
64578,L,Johnson
47970,C,Webster
46780,C,Webster
61886,R,Jenkins
61887,R,Jenkins
61888,R,Jenkins
61867,R,Jenkins
49122,C,Niekerk
46782,J,Frohlich
47962,A,Pinkert
44149,K,Kourtikakis
49447,A,Pinkert
30444,R,Jenkins
49448,R,Jenkins
75205,E,Derhemi
47032,E,Derhemi
33696,L,Pierce
33435,L,Pierce
33656,L,Pierce
33457,L,Pierce
10289,,
10291,,
72615,R,Ivashkiv
73865,R,Ivashkiv
30467,A,Hunt
30472,C,Webster
35669,J,Jegerski
10295,,
10297,,
54575,,
54577,T,Wedig
54856,D,Schrag
60712,H,Shin
61401,C,Fogelman
54580,,
41060,S,Altaner
65741,D,Chih
65743,C,Fogelman
63674,M,Jamal
41080,D,Andruczyk
49710,,
60293,D,Schrag
66496,,
66497,,
66498,,
66495,B,Jefferson
63888,M,Jamal
63656,V,Bonatti
71546,A,Ozcan
70589,C,Fogelman
58754,D,Schrag
54534,S,Kennedy
68696,A,Williams
65017,C,Fogelman
51871,N,Webb Williams
66131,V,Bonatti
40866,W,Roy
69300,W,Roy
75863,W,Roy
75864,W,Roy
34535,R,Uddin
54276,C,Fogelman
70675,S,Witt
73831,,
73832,T,Wedig
72504,D,Chih
72646,S,Witt
69246,D,Tonini
10300,,
37594,D,Leon Ruiz
10302,,
58967,A,Tzanetou
69628,M,Hadjipolycarpou
75015,A,Tzanetou
30476,A,Tzanetou
69630,M,Hadjipolycarpou
10306,,
10313,,
51661,C,Bosak-Schroeder
10316,,
70931,M,Hadjipolycarpou
70930,M,Hadjipolycarpou
52360,,
52396,,
52381,,
52365,,
52393,,
52375,,
52373,,
52390,,
52369,,
52361,,
52362,,
52368,,
52385,,
52394,,
52367,,
52363,,
52386,,
52359,,
52398,,
52401,,
52400,,
52402,,
52403,,
52793,S,Smothers
52391,,
63651,,
52372,,
73979,S,Smothers
55561,T,Barnes
55562,T,Barnes
55564,,
55565,,
55566,T,Barnes
55567,T,Barnes
55560,T,Barnes
57507,G,Moussawi
52166,M,Enslin
58493,M,McKee
66518,N,Flores
72007,N,Lira
34350,M,Ruiz
57987,D,Vergara Bracamontes
64769,N,Erten
49508,C,Niekerk
75110,C,Martins Freitas
71454,M,Nguyen
71456,M,Nguyen
71458,M,Nguyen
71460,C,Martins Freitas
73304,D,McCarthy
73307,D,McCarthy
73310,J,Hernandez
73314,M,Nguyen
75108,J,Hernandez
71452,M,Nguyen
70110,I,Asaka
66831,,
38499,M,Oleschuk
61118,C,Cole
47811,A,Aguayo
75370,J,de la Garza
42909,C,Nadeau
57510,K,Flynn
51828,E,McDuffie
61612,I,Asaka
10359,,
56404,D,Vergara Bracamontes
73539,E,Velez
47939,S,Smith
35470,L,Fay
35720,L,Fay
41035,K,Anthony
41095,B,Huff
41096,B,Huff
68318,L,Kingery
51269,S,Kemp
51268,S,Kemp
61104,C,Nadeau
61103,C,Nadeau
10361,,
30426,E,Velez
59642,R,Hughes
67230,B,Anderson
70810,B,Anderson
37602,J,Brooks
