courseDept,courseNum,GPA,title
HORT,106,3.3,The Sustainable Home Garden
HORT,107,3.64,Introduction to Floral Design
HORT,180,3.57,Medicinal Plants and Herbology
HORT,205,3.7,Local Food Networks
HORT,240,3.6,Plant Propagation
HORT,301,2.86,Woody Landscape Plants
HORT,360,3.27,Vegetable Crop Production
HORT,361,3.78,Small Fruit Production
HORT,430,3.6,Children and Nature
HORT,434,3.3,Designing Urban Agriculture
HORT,435,3.29,Urban Food Production
HORT,442,3.83,Plant Nutrition
HORT,447,3.57,Horticultural Plant Breeding
HORT,499,3.39,Advanced Special Topics
HRD,400,3.79,Principles of Human Resource Education
HRD,402,3.86,Business Principles for Human Resource Development
HRD,411,3.73,Instructional and Training System Design
HRD,414,3.95,Facilitation Skills
HRD,415,3.77,Diversity in the Workplace
HRD,440,3.56,Work Analysis
HRD,470,3.76,Designing and Evaluating eLearning Systems
HRD,472,3.82,Learning Technologies
HRD,530,3.8,Organization Development
HRD,532,3.87,Strategic Human Resource Development
HRD,535,3.79,Consulting in Human Resource Development
HRD,540,3.73,Learning on the Job
HRD,572,3.93,eLearning Ecologies
HRD,585,3.84,Program Evaluation
IB,100,3.24,Biology in Today's World
IB,103,2.75,Introduction to Plant Biology
IB,104,3.27,Animal Biology
IB,105,3.42,Environmental Biology
IB,108,3.1,The Biology of Dinosaurs
IB,150,3.17,Organismal & Evolutionary Biol
IB,151,3.62,Organismal & Evol Biol Lab
IB,199,3.88,Undergraduate Open Seminar
IB,202,3.18,Physiology
IB,204,2.97,Genetics
IB,270,3.59,Evolution of Molecules & Cells
IB,271,3.7,Organismal Biology
IB,299,3.89,Undergraduate Special Course
IB,302,3.05,Evolution
IB,303,2.86,Anatomy
IB,329,3.52,Animal Behavior
IB,335,3.12,Plant Systematics
IB,360,3.41,Evolution and Human Health
IB,361,3.66,Ecology and Human Health
IB,362,3.38,Marine Biology
IB,364,3.7,Genomics and Human Health
IB,368,3.2,Vertebrate Natural History
IB,372,3.8,Ecology and Evolution
IB,401,3.23,Introduction to Entomology
IB,405,3.47,Evolution of Traits and Genomes
IB,411,3.46,Bioinspiration
IB,420,3.54,Plant Physiology
IB,426,3.0,Env and Evol Physl of Animals
IB,427,3.75,Insect Physiology
IB,431,3.68,Behavioral Ecology
IB,432,3.74,Genes and Behavior
IB,435,3.82,Critical Evaluation of Herbal Remedies
IB,439,3.58,Biogeography
IB,443,3.41,Evolutionary Ecology
IB,451,3.54,Conservation Biology
IB,452,3.49,Ecosystem Ecology
IB,453,3.58,Community Ecology
IB,461,3.28,Ornithology
IB,462,3.48,Mammalogy
IB,463,3.62,Ichthyology
IB,464,2.88,Herpetology
IB,468,3.44,Insect Classification and Evol
IB,471,3.64,General Mycology
IB,472,3.76,Plant Molecular Biology
IB,473,3.68,Plant Genomics
IB,481,3.78,Vector-borne Diseases
IB,482,3.72,Insect Pest Management
IB,483,3.14,Insect Pathology
IB,485,3.61,Environ Toxicology & Health
IB,494,3.83,Theoretical Biology + Models
IB,496,3.85,Special Courses
IB,501,3.51,Programming for Genomics
IB,504,3.42,Genomic Analysis of Insects
IB,532,3.88,Sustainability & Global Change
IB,533,3.97,Human Genome & Bioinformatics
IB,534,3.93,Evolution and Medicine
IB,535,3.84,Biology and Tech Innovation
IB,536,3.92,Evolutionary Biology
IB,542,3.7,Environmental Plant Physiology
IB,546,3.92,Topics in Ecology & Evolution
IE,300,2.97,Analysis of Data
IE,310,3.23,Deterministic Models in Optimization
IE,330,3.17,Industrial Quality Control
IE,340,3.7,Human Factors
IE,360,3.34,Facilities Planning and Design
IE,361,3.49,Production Planning & Control
IE,370,3.38,Stochastic Processes and Applications
IE,398,3.21,Special Topics
IE,400,3.39,Design & Anlys of Experiments
IE,405,3.57,Computing for ISE
IE,410,2.94,Advanced Topics in Stochastic Processes & Applications
IE,411,3.44,Optimization of Large Systems
IE,412,3.13,OR Models for Mfg Systems
IE,413,2.92,Simulation
IE,420,3.13,Financial Engineering
IE,430,3.36,Economic Found of Quality Syst
IE,431,3.41,Design for Six Sigma
IE,498,3.68,Special Topics
IE,510,3.59,Applied Nonlinear Programming
IE,511,3.83,Integer Programming
IE,521,3.68,Convex Optimization
IE,522,3.5,Statistical Methods in Finance
IE,523,3.66,Financial Computing
IE,524,3.62,Optimization in Finance
IE,525,3.53,Stochastic Calculus & Numerical Models in Finance
IE,529,3.85,Stats of Big Data & Clustering
IE,531,3.73,Algorithms for Data Analytics
IE,534,3.83,Deep Learning
IE,598,3.76,Special Topics
IHLT,101,3.61,Introduction to i-Health
IHLT,102,3.79,Survey of Interdisc Health
IHLT,230,3.89,Leadership in Health
IHLT,232,3.83,Health Disparities in the U.S.
IHLT,240,3.72,Aging and Health Policy
IHLT,375,3.83,Interdis Collab in Health Serv
IHLT,474,3.83,Pre-Field Experience in Health
IHLT,475,3.87,Field Experience in i-Health
INFO,102,3.32,Little Bits to Big Ideas
INFO,202,3.27,Social Aspects Info Tech
INFO,390,3.21,Special Topics
INFO,403,3.77,An Introduction to Top Down Video Game Design
INFO,490,3.55,Special Topics
IS,310,3.26,Computing in the Humanities
IS,403,3.94,Children's Materials
IS,409,3.84,Web Technologies & Techniques
IS,418,3.74,Community Engagement
IS,445,3.92,Data Visualization
IS,446,3.87,Systems Analysis and Design
IS,451,3.91,Bibliography of Africa
IS,453,3.87,Information Books and Resources for Youth
IS,455,3.7,Database Design and Prototyping
IS,457,3.5,Data Storytelling
IS,490,3.74,Topics in Info Foundations
IS,501,3.89,Reference and Information Services
IS,503,3.8,History of Children's Lit
IS,504,3.89,Sociotechnical Information Systems
IS,505,3.86,Information Organization and Access
IS,506,3.89,Human-Centered Information Systems
IS,507,3.81,"Data, Statistical Models and Information"
IS,508,3.93,Seminar in Information Foundations
IS,510,3.93,"Libraries, Information and Society"
IS,514,3.76,Applied Business Research
IS,515,3.93,Information Modeling
IS,516,3.95,Scalable Information Systems
IS,518,3.95,Seminar in Information Services
IS,524,3.87,Data Governance
IS,525,3.89,Data Warehousing
IS,526,3.82,Building Advanced Interactive Systems
IS,527,3.93,Network Analysis
IS,532,3.95,School Library Management
IS,540,3.95,Social Justice in the Information Professions
IS,542,3.73,Research and Inquiry for Youth
IS,543,3.73,Digital Preservation
IS,545,3.75,Advanced Data Visualization
IS,547,3.91,Foundations of Data Curation
IS,555,3.85,Naming and Power
IS,561,3.76,Use and Users of Information
IS,562,3.69,Administration and Use of Archival Materials
IS,567,3.77,Text Mining
IS,569,3.79,Internship
IS,580,3.75,Information History
IS,581,3.83,Advanced Topics in Youth Services
IS,582,3.72,Advanced Topics in Librarianship
IS,586,3.65,Usability Engineering
IS,590,3.82,Advanced Topics in Information Foundations
ITAL,101,3.13,Elementary Italian I
ITAL,102,3.01,Elementary Italian II
ITAL,103,3.26,Intermediate Italian I
ITAL,104,3.19,Intermediate Italian II
ITAL,156,3.49,Exploring Rome: History and Culture of the Eternal City
ITAL,200,3.11,Italian Studies in a Mediterranean Context
ITAL,210,3.71,Practical Review Italian
ITAL,240,3.59,Italy Middle Ages & Renaiss
ITAL,413,3.49,Dante
ITAL,420,3.33,Masterpieces Renaiss Lit
ITAL,470,3.66,Topics in Italian Cinema
JAPN,201,3.41,Elementary Japanese I
JAPN,203,3.07,Intermediate Japanese I
JOUR,199,3.5,Undergraduate Open Seminar
JOUR,200,3.36,Introduction to Journalism
JOUR,205,2.91,History of American Journalism
JOUR,215,3.45,Multimedia Reporting
JOUR,250,3.6,Journalism Ethics & Diversity
JOUR,293,3.57,Digital Photography for Everyone
JOUR,311,3.49,Media Law
JOUR,360,3.73,The Media and You
JOUR,361,3.48,Readings in Sports Journalism
JOUR,425,3.16,Multimedia Editing and Design
JOUR,450,3.48,Media and Public Opinion
JOUR,452,3.4,Great Books of Journalism
JOUR,453,3.63,Crisis Communications
JOUR,460,3.43,Special Topics
JS,355,3.61,Soviet Jewish History
KIN,100,3.76,Development Activities
KIN,101,3.67,Dance Activities
KIN,102,3.9,Individual and Dual Activities
KIN,103,3.9,Indoor Court Activities
KIN,104,3.82,Skating Activities
KIN,107,3.93,Aquatic Sport Activities
KIN,109,3.81,Team Sport Activities
KIN,111,3.9,Prescribed Exercise
KIN,120,3.26,Injuries in Sport
KIN,121,3.29,Survey of Sports Medicine
KIN,122,3.5,Physical Activity and Health
KIN,125,3.9,Orientation KIN & Comm Health
KIN,130,3.63,Analysis of Basic Movement
KIN,140,3.12,Social Sci of Human Movement
KIN,142,3.68,Contemporary Issues in Sport
KIN,150,3.22,Bioscience of Human Movement
KIN,160,3.53,Introduction to Kinesiology
KIN,199,3.74,Undergraduate Open Seminar
KIN,201,3.59,Physical Activity Research Methods
KIN,247,3.71,Intro to Sport Psychology
KIN,249,3.69,Sport & Modern Society
KIN,259,3.1,Motor Development and Control
KIN,262,3.24,"Motor Develop, Growth & Form"
KIN,268,3.71,Children's Movement
KIN,340,3.34,Soc & Psych of Phys Activity
KIN,346,3.81,Case Study: Endless Summer
KIN,352,3.17,Bioenergetics of Movement
KIN,355,3.24,Biomechanics of Human Movement
KIN,360,3.72,Adapted Physical Education
KIN,361,3.57,Curriculum in Grades K-6
KIN,365,3.84,Civic Engagement in Wellness
KIN,369,3.61,Coaching Strategies
KIN,387,3.93,Exper in the Agency Setting
KIN,401,3.54,Measure & Eval in Kinesiology
KIN,442,3.72,"Body, Culture & Society"
KIN,443,3.84,Psychophysiology in Ex & Sport
KIN,444,3.97,Physical Activity and Chronic Diseases
KIN,447,3.43,Psych of Sport Performance
KIN,448,3.49,Exercise & Health Psychology
KIN,451,3.55,Skeletal Muscle Physiology
KIN,452,3.64,Clin & Applied Ex Physiology
KIN,453,3.72,Nutrition for Performance
KIN,457,3.6,Motor Learning & Control
KIN,459,3.36,Physical Activity & Aging
KIN,460,3.74,Technology & Pedagogical KINES
KIN,473,3.24,Skill Acquisition Strategies
KIN,494,3.82,Special Topics
KOR,201,3.8,Elementary Korean I
KOR,202,3.82,Elementary Korean II
KOR,203,3.81,Intermediate Korean I
KOR,222,3.42,Korean Reading and Writing II
LA,101,3.4,Introduction to Landscape Arch
LA,212,3.17,Water and Society
LA,218,3.21,S Asian Cultural Landscapes
LA,221,3.14,History of the Prison
LA,222,3.04,Islamic Gardens & Architecture
LA,233,3.09,Foundation Design Studio
LA,234,3.4,Site Design Studio
LA,241,3.15,Landform Design & Construction
LA,250,3.26,Environmental Site Analysis
LA,270,3.23,Behavioral Factors in Design
LA,280,3.31,Design Communications I
LA,281,3.31,Design Communications II
LA,314,3.24,History of World Landscapes
LA,335,3.42,Community & Open Space Studio
LA,342,3.15,Site Engineering
LA,343,3.14,Landscape Construction
LA,346,3.43,Professional Practice
LA,370,3.4,Environmental Sustainability
LA,427,3.28,Amer Vernacular Cultural Land
LA,437,3.34,Regional Design Studio
LA,446,3.91,Sustainable Planning Seminar
LA,452,3.45,Natural Precedent in Planting
LA,470,3.34,Social/Cultural Design Issues
LA,480,3.42,Sustainable Design Principles
LA,501,3.54,Landscape Arch Theory & Prac
LA,590,3.61,Directed Research
LA,597,3.49,Research Design & Methods
LAS,101,3.68,Design Your First Year Experience
LAS,102,3.81,Transfer Advantage
LAS,199,3.52,Undergraduate Open Seminar
LAS,292,3.56,Global Perspectives in Cross-Cultural Contexts
LAS,399,3.87,Leadership & Professional Development
LAST,170,3.62,Introduction to Latin America
LAT,101,3.4,Elementary Latin I
LAT,102,3.24,Elementary Latin II
LAW,199,3.33,Undergraduate Open Seminar
LAW,201,3.19,Basic Constitutional Law & Individual Rights
LAW,301,3.57,Introduction to Law
LAW,302,3.09,Transitional Justice
LAW,303,3.76,Living the Law
LAW,501,3.42,Professional Responsibility
LAW,601,3.23,Contracts
LAW,602,3.21,Property
LAW,603,3.18,Torts
LAW,604,3.21,Criminal Law
LAW,605,3.38,Criminal Proc: Investigation
LAW,606,3.23,Constitutional Law I
LAW,607,3.23,Civil Procedure
LAW,609,3.2,Legal Writing & Analysis
LAW,610,3.2,Introduction to Advocacy
LAW,612,3.33,Constitutional Law III
LAW,615,3.39,Administrative Law
LAW,616,3.42,Environmental Law and Pol I
LAW,618,3.25,Natural Resources
LAW,620,3.41,Health Law Policy
LAW,622,3.29,Land Use Planning
LAW,624,3.34,Real Estate Finance
LAW,625,3.32,State and Local Government
LAW,627,3.15,Legal Research
LAW,629,3.32,Bankruptcy
LAW,631,3.28,Secured Transactions
LAW,633,3.39,Business Associations I
LAW,634,3.41,Securities Regulation
LAW,635,3.72,Securities Litigation
LAW,636,3.39,Business Associations II
LAW,638,3.45,White Collar Crime
LAW,639,3.43,Corporate Finance
LAW,642,3.38,Antitrust Law
LAW,643,3.42,Trademark & Unfair Competition
LAW,644,3.2,Copyright Law
LAW,645,3.4,Patent Law
LAW,647,3.37,Income Taxation
LAW,648,3.35,Corporate Taxation
LAW,651,3.56,Tax Exempt Organizations
LAW,653,3.34,International Business Trans
LAW,654,3.59,International Trade Policy
LAW,656,3.49,International Law
LAW,657,3.6,International Human Rights Law
LAW,660,3.3,Individual Employee Rights
LAW,662,3.33,Labor Law I
LAW,664,3.4,Employment Discrimination
LAW,667,3.39,Family Law
LAW,668,3.31,Decedents' Estates and Trusts
LAW,670,3.42,Elder Law
LAW,673,3.41,Workers Compensation
LAW,675,3.37,Products Liability
LAW,676,3.37,Insurance Law
LAW,679,3.38,Criminal Proc: Adjudication
LAW,680,3.37,Professional Responsibility
LAW,682,3.36,Evidence
LAW,683,3.39,Complex Litigation
LAW,684,3.45,Federal Courts
LAW,685,3.43,Dispute Resolution
LAW,686,3.4,Remedies
LAW,687,3.31,Jurisprudence
LAW,689,3.47,Law and Economics
LAW,694,3.45,Trial Advocacy
LAW,792,3.43,Current Legal Problems
LAW,793,3.63,Advanced Litigation Topics
LAW,794,3.39,Adv Topics in Business Law
LAW,795,3.38,Adv Topics in Criminal Law
LAW,796,3.42,Comparative Law Topics
LAW,797,3.35,Intellectual Property Topics
LAW,798,3.61,Seminars
LEAD,140,3.75,Harnessing Your Interpersonal Intelligence
LEAD,170,3.85,Leading Student Organizations
LEAD,260,3.74,Foundations of Leadership
LEAD,380,3.72,Leadership in Groups and Teams
LEAD,470,3.77,Leading Professional Organizations and Communities
LEAD,480,3.9,Collaborative Leadership
LER,100,2.98,Introduction to Labor Studies
LER,110,2.92,Labor and Social Movements
LER,120,3.0,Contemporary Labor Problems
LER,130,3.13,Intro Labr Wrkng Class History
LER,199,3.18,Undergraduate Open Seminar
LER,200,3.23,Globalization and Workers
LER,320,3.3,"Gender, Race, Class and Work"
LER,522,3.93,Government Regulation
LER,523,3.79,Org Fundamentals for HR
LER,542,3.69,Collective Bargaining
LER,543,3.74,Workplace Dispute Resolution
LER,545,3.57,Economics of Human Resources
LER,561,3.9,Compensation Systems
LER,562,3.74,HR Planning and Staffing
LER,564,3.79,HR Training and Development
LER,565,3.72,HR Management and Strategy
LER,566,3.76,International HR Management
LER,567,3.76,Negotiation in HR Decisions
LER,568,3.53,Firm Performance and HR
LER,569,3.88,Power & Influence in HRM
LER,570,3.9,Leadership for HR Managers
LER,590,3.71,Individual Topics
LER,591,3.77,Employment Relations Systems
LER,593,3.68,Quantitative Methods in LER
LER,595,3.71,Managing Diversity Globally
LER,597,3.73,Employee Motivation & Perfmnce
LER,598,3.74,Impl High Perf Work Systems
LING,100,3.5,Intro to Language Science
LING,115,3.72,Language and Culture in India
LING,210,3.54,Language History
LING,225,3.24,"Language, Mind, and Brain"
LING,250,3.41,American Voices: Linguistic Diversity in the US
LING,270,3.68,"Language, Technology & Society"
LING,301,3.18,Elements of Syntax
LING,302,3.21,Elements of Phonology
LING,307,3.13,Elmnts Semantics & Pragmatics
LING,357,3.51,Intro to Conversation Analysis
LING,400,3.64,Intro to Linguistic Structure
LING,401,3.19,Intro to General Phonetics
LING,402,3.48,Tools & Tech Spch & Lang Proc
LING,406,3.81,Introduction to Computational Linguistics
LING,425,3.35,Intro to Psycholinguistics
LING,426,3.05,Child & Adult Lang Acquisition
LING,450,3.61,Sociolinguistics I
LING,489,3.81,Theoretical Foundations of SLA
LING,490,3.76,Special Topics in Linguistics
LLS,100,3.4,Intro Latina/Latino Studies
LLS,220,3.27,Latina/o Migration
LLS,230,3.51,Latina/o Genders & Sexualities
LLS,235,3.78,Race and the Politics of Reproduction
LLS,238,3.58,Latina/o Social Movements
LLS,240,3.55,Latina/o Popular Culture
LLS,242,3.29,Intro to Latina/o Literature
LLS,250,3.63,Latina/os on the Bronze Screen
LLS,265,3.58,Politics of Hip Hop
LLS,279,3.57,Mexican-American History
LLS,296,2.74,Topics Latina/o Studies
LLS,301,3.0,19thC US Latina/o Lit-ACP
LLS,320,3.36,Gender & Latina/o Migration
LLS,343,3.53,Criminalization and Punishment
LLS,355,3.52,Race and Mixed Race
LLS,357,3.93,Literatures of the Displaced
LLS,360,3.16,Contemporary US Latina/o Lit
LLS,379,3.51,Latina/os and the City
LLS,382,3.32,Race and Migration in Chicago
LLS,385,3.28,Theory and Methods in LLS
LLS,387,3.76,"Race, Gender and the Body"
LLS,392,3.68,Chicanas&Latinas: Self&Society
LLS,396,3.77,Adv Topics Latina/o Studies
LLS,410,3.32,Writing Latina/o Chicago
LLS,435,3.71,Commodifying Difference
LLS,442,3.45,Latina Literature
LLS,473,3.82,"Immigration, Health & Society"
MACS,100,3.51,Intro to Popular TV & Movies
MACS,101,3.59,Introduction to the Media
MACS,166,3.65,Contemporary Media Literacy
MACS,199,3.23,Undergraduate Open Seminar
MACS,203,3.44,Contemporary Movies
MACS,205,3.55,Introduction to Documentary
MACS,224,3.77,Sportsmedia Technology & Culture
MACS,260,3.86,Film Production
MACS,261,3.19,Survey of World Cinema I
MACS,262,3.37,Survey of World Cinema II
MACS,264,3.3,Creative and Information Economies
MACS,282,3.84,A World of Death and Blood: The Horror Movie
MACS,295,3.71,Intro Media/Cinema Topics
MACS,317,3.36,Media History
MACS,320,3.35,Popular Culture
MACS,321,3.32,Film Culture
MACS,323,3.76,Studies Film/Media Production
MACS,326,3.44,"New Media, Culture & Society"
MACS,331,3.44,Media and Democracy
MACS,351,3.22,Social Aspects of Media
MACS,356,3.43,Sex & Gender in Popular Media
MACS,361,3.43,Film Theory and Criticism
MACS,364,3.77,Topics in Media Business
MACS,372,3.62,Screenwriting
MACS,375,3.33,Latina/o Media in the US
MACS,389,3.56,International Communications
MACS,395,3.59,Special Media/Cinema Topics
MACS,410,3.3,Media Ethics
MACS,464,3.57,Film Festivals
MACS,466,3.43,Japanese Cinema
MACS,496,3.8,Advanced Media/Cinema Topics
MATH,101,2.6,Thinking Mathematically
MATH,103,3.2,Theory of Arithmetic
MATH,112,2.68,Algebra
MATH,115,2.6,Preparation for Calculus
MATH,117,3.28,Elementary Mathematics
MATH,119,3.27,Ideas in Geometry
MATH,124,3.04,Finite Mathematics
MATH,125,2.76,Elementary Linear Algebra
MATH,181,2.95,A Mathematical World
MATH,199,3.8,Undergraduate Open Seminar
MATH,213,3.12,Basic Discrete Mathematics
MATH,220,2.73,Calculus
MATH,221,2.9,Calculus I
MATH,225,2.99,Introductory Matrix Theory
MATH,231,2.84,Calculus II
MATH,234,2.73,Calculus for Business I
MATH,241,2.86,Calculus III
MATH,249,3.57,Honors Supplement
MATH,285,3.13,Intro Differential Equations
MATH,286,3.07,Intro to Differential Eq Plus
MATH,292,2.8,Vector Calculus Supplement
MATH,299,2.97,Topics in Mathematics
MATH,347,3.11,Fundamental Mathematics
MATH,348,2.97,Fundamental Mathematics-ACP
MATH,402,3.28,Non Euclidean Geometry
MATH,403,3.13,Euclidean Geometry
MATH,405,3.5,Teacher's Course
MATH,412,3.15,Graph Theory
MATH,413,3.24,Intro to Combinatorics
MATH,414,2.84,Mathematical Logic
MATH,415,3.02,Applied Linear Algebra
MATH,416,3.08,Abstract Linear Algebra
MATH,417,3.06,Intro to Abstract Algebra
MATH,418,3.48,Intro to Abstract Algebra II
MATH,423,3.38,Differential Geometry
MATH,424,3.52,Honors Real Analysis
MATH,427,3.56,Honors Abstract Algebra
MATH,428,3.94,Honors Topics in Mathematics
MATH,432,3.14,Set Theory and Topology
MATH,441,3.1,Differential Equations
MATH,442,3.06,Intro Partial Diff Equations
MATH,444,3.21,Elementary Real Analysis
MATH,446,2.98,Applied Complex Variables
MATH,447,3.24,Real Variables
MATH,448,3.34,Complex Variables
MATH,453,3.3,Elementary Theory of Numbers
MATH,461,2.93,Probability Theory
MATH,481,3.17,Vector and Tensor Analysis
MATH,482,3.33,Linear Programming
MATH,484,3.39,Nonlinear Programming
MATH,487,3.44,Advanced Engineering Math
MATH,489,3.49,Dynamics & Differential Eqns
MATH,490,2.99,Advanced Topics in Mathematics
MATH,500,3.17,Abstract Algebra I
MATH,518,3.25,Differentiable Manifolds I
MATH,525,3.46,Algebraic Topology I
MATH,530,3.87,Algebraic Number Theory
MATH,540,3.59,Real Analysis
MATH,541,3.88,Functional Analysis
MATH,542,3.51,Complex Variables I
MATH,550,3.77,Dynamical Systems I
MATH,553,3.76,Partial Differential Equations
MATH,561,3.62,Theory of Probability I
MATH,562,3.86,Theory of Probability II
MATH,563,3.22,Risk Modeling and Analysis
MATH,564,3.73,Applied Stochastic Processes
MATH,580,3.71,Combinatorial Mathematics
MATH,595,3.97,Advanced Topics in Mathematics
MBA,501,3.5,Foundations of Business I
MBA,502,3.56,Foundations of Business II
MBA,503,3.62,Prin & Proc of Management I
MBA,504,3.67,Prin & Proc of Management II
MBA,505,3.57,Topics in Management
MBA,531,3.94,Special Projects
MBA,541,3.91,Marketing in a Digital World
MBA,542,3.97,Digital Marketing Analytics
MBA,543,3.9,Digital Media & Marketing
MBA,544,3.81,Marketing in an Analog World
MBA,546,3.92,Global Business Horizons
MBA,547,3.92,Global Impact: Cultural Psychology & Business Ethics
MBA,548,3.8,Global Strategy
MBA,551,3.81,Strategic Innovation
MBA,552,3.76,Fostering Creative Thinking
MBA,553,3.65,Entrepreneurship: From Startup to Growth
MBA,561,3.74,Introduction to Business Analytics with R
MBA,562,3.96,Introduction to Business Analytics: Communicating with Data
MBA,563,3.83,Data Toolkit: Business Data Modeling & Predictive Analytics
MBA,565,3.5,Infonomics
MBA,592,3.94,Current Topics in Business
MCB,100,2.92,Introductory Microbiology
MCB,101,3.34,Intro Microbiology Laboratory
MCB,150,2.91,Molec & Cellular Basis of Life
MCB,151,3.58,Molec & Cellular Laboratory
MCB,170,3.71,Society and the Brain
MCB,180,2.83,Human Reproduction & Society
MCB,199,3.71,Undergraduate Open Seminar
MCB,215,2.69,Foundation in Mol & Cell Bio
MCB,244,2.92,Human Anatomy & Physiology I
MCB,245,2.87,Human Anat & Physiol Lab I
MCB,246,2.8,Human Anatomy & Physiology II
MCB,247,2.88,Human Anat & Physiol Lab II
MCB,250,2.72,Molecular Genetics
MCB,251,3.47,Exp Techniqs in Molecular Biol
MCB,252,3.29,"Cells, Tissues & Development"
MCB,253,3.57,Exp Techniqs in Cellular Biol
MCB,270,3.6,Medical Genetics
MCB,297,3.84,MCB Honors Discussion
MCB,299,3.92,MCB Merit Program Discussion
MCB,300,3.04,Microbiology
MCB,301,3.19,Experimental Microbiology
MCB,314,2.97,Introduction to Neurobiology
MCB,316,3.06,Genetics and Disease
MCB,317,3.05,Genetics and Genomics
MCB,320,3.32,Mechanisms of Human Disease
MCB,354,2.84,Biochem & Phys Basis of Life
MCB,400,3.25,Cancer Cell Biology
MCB,401,3.21,Cell & Membrane Physiology
MCB,402,3.26,Sys & Integrative Physiology
MCB,406,3.42,Gene Expression & Regulation
MCB,408,3.2,Immunology
MCB,410,3.4,"Developmental Biology, Stem Cells and Regenerative Medicine"
MCB,413,3.05,Endocrinology
MCB,419,3.35,"Brain, Behavior & Info Process"
MCB,421,3.34,Microbial Genetics
MCB,424,3.71,Microbial Biochemistry
MCB,426,3.06,Bacterial Pathogenesis
MCB,428,3.44,Microbial Pathogens Laboratory
MCB,429,3.08,Cellular Microbiology &Disease
MCB,431,3.5,Microbial Physiology
MCB,432,3.49,Computing in Molecular Biology
MCB,435,3.47,Evolution of Infectious Disease
MCB,436,3.74,Global Biosecurity
MCB,450,2.8,Introductory Biochemistry
MCB,458,3.55,Basic Human Pathology
MCB,461,3.71,Cell & Molecular Neuroscience
MCB,462,3.54,Integrative Neuroscience
MCB,465,3.29,Human Metabolic Disease
MCB,471,3.64,Cell Structure and Dynamics
MCB,480,3.74,Eukaryotic Cell Signaling
MCB,493,3.55,Special Topics Mol Cell Biol
MCB,501,3.44,Advanced Biochemistry
MCB,502,3.4,Advanced Molecular Genetics
MCB,529,3.52,Special Topics Cell Devel Biol
MCB,555,3.38,Anlys Biochemical Literature
MDIA,100,3.49,College of Media Orientation
MDIA,199,3.54,Special Topics
MDIA,223,2.97,Watching the Environment
MDIA,290,3.56,Undergraduate Open Seminar
MDIA,390,3.76,Special Topics in Media
ME,170,3.78,Computer-Aided Design
ME,199,3.9,Undergraduate Open Seminar
ME,200,3.3,Thermodynamics
ME,270,3.39,Design for Manufacturability
ME,310,3.06,Fundamentals of Fluid Dynamics
ME,320,3.11,Heat Transfer
ME,330,3.4,Engineering Materials
ME,340,3.27,Dynamics of Mechanical Systems
ME,360,3.31,Signal Processing
ME,370,3.42,Mechanical Design I
ME,371,3.67,Mechanical Design II
ME,400,3.43,Energy Conversion Systems
ME,402,3.57,Design of Thermal Systems
ME,403,3.5,Internal Combustion Engines
ME,404,3.48,Intermediate Thermodynamics
ME,410,3.3,Intermediate Gas Dynamics
ME,412,3.66,Numerical Thermo-Fluid Mechs
ME,420,3.72,Intermediate Heat Transfer
ME,430,3.32,Failure of Engrg Materials
ME,431,3.82,Mechanical Component Failure
ME,432,3.55,Fundamentals of Photovoltaics
ME,450,3.64,Modeling Materials Processing
ME,451,3.44,Computer-Aided Mfg Systems
ME,452,3.5,Num Control of Mfg Processes
ME,460,3.47,Industrial Control Systems
ME,461,3.92,Computer Cntrl of Mech Systems
ME,465,3.9,Optics: Theory & Applications
ME,470,3.74,Senior Design Project
ME,471,3.33,Finite Element Analysis
ME,472,3.67,Introduction to Tribology
ME,481,3.62,Whole-Body Musculoskel Biomech
ME,482,3.57,Musculoskel Tissue Mechanics
ME,483,3.8,Mechanobiology
ME,487,3.42,MEMS-NEMS Theory & Fabrication
ME,498,3.76,Special Topics
ME,501,3.41,Combustion Fundamentals
ME,510,3.86,Advanced Gas Dynamics
ME,521,3.81,Convective Heat Transfer
ME,523,3.68,Nanoscale Energy Transport
ME,591,3.88,Interest Group Seminar
MILS,120,2.95,Intro to US Armed Forces
MILS,341,3.84,Leadership and Management
MSE,101,3.37,Materials in Today's World
MSE,182,3.45,Introduction to MatSE
MSE,183,3.95,Freshman Materials Laboratory
MSE,201,3.22,Phases and Phase Relations
MSE,206,2.96,Mechanics for MatSE
MSE,280,3.12,Engineering Materials
MSE,304,2.97,Electronic Properties of Matls
MSE,307,3.25,Materials Laboratory I
MSE,308,3.51,Materials Laboratory II
MSE,395,3.8,Materials Design
MSE,396,3.89,Introduction to Research
MSE,398,3.58,Special Topics
MSE,401,2.99,Thermodynamics of Materials
MSE,402,3.13,Kinetic Processes in Materials
MSE,403,3.15,Synthesis of Materials
MSE,404,3.48,Laboratory Studies in Materials Science and Engineering
MSE,405,3.07,Microstructure Determination
MSE,406,2.92,Thermal-Mech Behavior of Matls
MSE,420,3.22,Ceramic Materials & Properties
MSE,421,3.36,Ceramic Processing
MSE,422,3.14,Electrical Ceramics
MSE,440,3.2,Mechanical Behavior of Metals
MSE,441,3.05,Metals Processing
MSE,443,3.33,Design of Engineering Alloys
MSE,445,3.18,Corrosion of Metals
MSE,450,3.19,Polymer Science & Engineering
MSE,453,3.21,Plastics Engineering
MSE,455,3.17,Macromolecular Solids
MSE,456,3.02,Mechanics of Composites
